life_expectancy,adult_mortality,infant_deaths,percentage_expenditure,measles,bmi,under-five_deaths,polio,diphtheria,hiv/aids,thinness__1-19_years,thinness_5-9_years,income_composition_of_resources,schooling
78.2,69.0,0,100.8086193,0,53.3,0,97.0,97.0,0.1,0.9,1.0,0.8,12.4
78.1,7.0,0,950.8027925,0,52.8,0,97.0,97.0,0.1,0.9,1.0,0.7979999999999999,12.5
78.8,86.0,0,0.0,9,66.1,0,97.0,97.0,0.1,1.8,1.8,0.6275510645976182,11.992792792792793
78.6,88.0,0,0.0,222,65.6,0,99.0,97.0,0.1,1.8,1.9,0.6275510645976182,11.992792792792793
78.2,9.0,0,0.0,15,65.1,0,99.0,98.0,0.1,1.8,1.9,0.6275510645976182,11.992792792792793
78.0,93.0,0,0.0,22,64.5,0,99.0,99.0,0.1,1.8,1.9,0.6275510645976182,11.992792792792793
77.8,97.0,0,0.0,17,64.0,0,99.0,99.0,0.1,1.9,1.9,0.6275510645976182,11.992792792792793
77.5,99.0,0,0.0,0,63.6,0,99.0,99.0,0.1,1.9,2.0,0.6275510645976182,11.992792792792793
77.1,12.0,0,0.0,5,63.1,0,99.0,99.0,0.1,1.9,2.0,0.6275510645976182,11.992792792792793
77.0,16.0,0,0.0,2,62.6,0,99.0,99.0,0.1,1.9,2.0,0.6275510645976182,11.992792792792793
76.8,17.0,0,0.0,2,62.2,0,99.0,99.0,0.1,2.0,2.1,0.6275510645976182,11.992792792792793
76.5,19.0,0,0.0,7,61.8,0,98.0,98.0,0.1,2.0,2.1,0.6275510645976182,11.992792792792793
75.9,114.0,0,0.0,0,61.3,0,96.0,97.0,0.1,2.1,2.1,0.6275510645976182,11.992792792792793
75.8,116.0,0,0.0,17,6.8,0,96.0,98.0,0.1,2.1,2.2,0.6275510645976182,11.992792792792793
75.2,122.0,0,0.0,30,6.4,0,97.0,97.0,0.1,2.2,2.2,0.6275510645976182,11.992792792792793
75.3,12.0,0,0.0,4,59.9,0,97.0,98.0,0.1,2.2,2.3,0.6275510645976182,11.992792792792793
75.1,123.0,0,0.0,6,59.4,0,97.0,98.0,0.1,2.2,2.3,0.6275510645976182,11.992792792792793
74.7,126.0,0,0.0,9,59.0,0,98.0,98.0,0.1,2.3,2.3,0.6275510645976182,11.992792792792793
76.0,139.0,6,0.0,0,32.9,7,99.0,96.0,0.1,4.9,4.9,0.6275510645976182,11.992792792792793
73.0,142.0,6,0.0,3,32.4,8,99.0,93.0,0.1,4.9,4.9,0.6275510645976182,11.992792792792793
71.0,146.0,6,0.0,0,31.8,8,99.0,93.0,0.1,5.0,5.0,0.6275510645976182,11.992792792792793
69.8,149.0,7,0.0,0,31.3,9,99.0,96.0,0.1,5.1,5.1,0.6275510645976182,11.992792792792793
69.4,153.0,8,0.0,0,3.8,10,99.0,94.0,0.1,5.1,5.2,0.6275510645976182,11.992792792792793
69.0,157.0,8,0.0,0,3.3,10,99.0,93.0,0.1,5.2,5.2,0.6275510645976182,11.992792792792793
68.7,161.0,9,0.0,0,29.7,11,98.0,93.0,0.1,5.3,5.3,0.6275510645976182,11.992792792792793
68.6,164.0,9,0.0,8,29.2,12,98.0,92.0,0.1,5.4,5.4,0.6275510645976182,11.992792792792793
68.5,166.0,9,0.0,3550,28.7,12,99.0,92.0,0.1,5.5,5.5,0.6275510645976182,11.992792792792793
68.5,165.0,10,0.0,0,28.2,12,98.0,89.0,0.1,5.6,5.6,0.6275510645976182,11.992792792792793
68.5,165.0,10,0.0,0,27.7,13,97.0,79.0,0.1,5.7,5.7,0.6275510645976182,11.992792792792793
68.4,165.0,11,0.0,0,27.2,14,99.0,72.0,0.1,5.7,5.7,0.6275510645976182,11.992792792792793
68.1,165.0,12,0.0,0,26.7,15,99.0,68.0,0.1,5.8,5.8,0.6275510645976182,11.992792792792793
67.6,167.0,14,0.0,0,26.2,18,99.0,64.0,0.1,5.9,5.9,0.6275510645976182,11.992792792792793
66.6,177.0,16,0.0,0,25.7,21,98.0,62.0,0.1,5.9,6.0,0.6275510645976182,11.992792792792793
65.4,192.0,18,0.0,0,25.2,25,93.0,56.0,0.1,6.0,6.0,0.6275510645976182,11.992792792792793
59.8,258.0,236,0.0,5020,21.6,308,78.0,81.0,1.1,9.5,9.3,0.6275510645976182,11.992792792792793
59.3,266.0,237,0.0,33711,21.1,312,79.0,8.0,1.1,9.7,9.5,0.6275510645976182,11.992792792792793
58.8,272.0,238,0.0,88381,2.6,314,74.0,74.0,1.2,9.9,9.6,0.6275510645976182,11.992792792792793
58.3,277.0,239,0.0,72029,2.1,317,76.0,75.0,1.5,1.0,9.8,0.6275510645976182,11.992792792792793
57.9,278.0,239,0.0,133802,19.6,319,77.0,74.0,1.6,1.2,1.0,0.6275510645976182,11.992792792792793
57.4,283.0,239,0.0,5407,19.1,321,76.0,6.0,1.6,1.4,1.2,0.6275510645976182,11.992792792792793
56.7,292.0,238,0.0,57,18.6,323,78.0,72.0,1.7,1.6,1.4,0.6275510645976182,11.992792792792793
56.3,295.0,237,0.0,12461,18.2,324,64.0,65.0,1.8,1.8,1.7,0.6275510645976182,11.992792792792793
55.7,299.0,236,0.0,55577,17.8,326,72.0,7.0,1.9,11.1,1.9,0.6275510645976182,11.992792792792793
55.0,36.0,235,0.0,80123,17.3,327,62.0,62.0,2.0,11.3,11.1,0.6275510645976182,11.992792792792793
54.3,314.0,233,0.0,182485,16.9,329,6.0,6.0,2.0,11.5,11.3,0.6275510645976182,11.992792792792793
53.5,323.0,232,0.0,44934,16.5,330,52.0,54.0,2.1,11.7,11.5,0.6275510645976182,11.992792792792793
52.8,332.0,231,0.0,21956,16.1,331,47.0,41.0,2.2,11.9,11.7,0.6275510645976182,11.992792792792793
52.1,341.0,229,0.0,30466,15.7,331,4.0,38.0,2.4,12.1,11.9,0.6275510645976182,11.992792792792793
51.8,34.0,227,0.0,8072,15.3,332,3.0,3.0,2.4,12.2,12.1,0.6275510645976182,11.992792792792793
51.3,346.0,226,0.0,8282,14.9,332,42.0,4.0,2.5,12.4,12.3,0.6275510645976182,11.992792792792793
86.0,71.0,0,0.0,9,58.8,0,93.0,93.0,0.1,1.1,0.9,0.923,19.2
84.0,73.0,0,10468.76292,27,58.4,0,94.0,94.0,0.1,1.1,0.9,0.926,19.2
81.0,75.0,0,10261.763,17,58.1,0,94.0,94.0,0.1,1.1,0.9,0.924,18.7
80.0,76.0,0,928.4170785,2,57.7,0,94.0,94.0,0.1,1.1,0.9,0.922,18.4
79.7,79.0,0,10251.10872,84,57.4,0,91.0,91.0,0.1,1.1,0.9,0.91,16.9
79.2,84.0,0,954.4865933,5,57.0,0,9.0,9.0,0.1,1.1,0.9,0.906,16.8
78.9,86.0,0,9765.616994,6,56.6,0,89.0,89.0,0.1,1.1,0.9,0.906,16.8
78.8,88.0,0,10761.18209,14,56.3,0,88.0,88.0,0.1,1.1,0.9,0.906,16.8
78.4,93.0,0,9703.068121,2,55.9,0,87.0,87.0,0.1,1.2,0.9,0.904,16.7
78.1,93.0,0,850.9544783,27,55.4,0,93.0,93.0,0.1,1.2,0.9,0.902,16.9
78.1,92.0,0,7627.412444,2,55.0,0,93.0,93.0,0.1,1.2,1.0,0.897,16.6
77.7,98.0,0,6948.839868000001,0,54.4,0,95.0,95.0,0.1,1.2,1.0,0.893,16.5
77.3,11.0,0,650.9813544,0,53.9,0,96.0,96.0,0.1,1.2,1.0,0.882,16.3
77.0,14.0,0,4801.546125,32,53.3,0,98.0,98.0,0.1,1.2,1.0,0.875,16.6
77.0,12.0,0,530.4832336000002,11,52.8,0,97.0,97.0,0.1,1.3,1.0,0.862,16.2
76.9,12.0,0,508.7496912,14,52.2,0,97.0,97.0,0.1,1.3,1.0,0.86,16.5
63.5,241.0,1,0.0,47,35.0,1,84.0,84.0,2.1,5.6,5.4,0.47,6.3
63.0,252.0,1,24.73299655,0,34.4,1,78.0,78.0,2.1,5.6,5.4,0.467,6.3
62.7,256.0,1,229.4410095,28,33.8,2,82.0,82.0,2.1,5.6,5.4,0.464,6.3
62.2,263.0,1,217.2125786,709,33.2,2,81.0,81.0,1.9,5.6,5.5,0.46,6.3
61.8,268.0,1,20.35974738,49,32.7,2,87.0,87.0,2.7,5.6,5.5,0.451,5.9
61.3,273.0,1,187.4960097,7,32.2,2,88.0,88.0,3.1,5.6,5.6,0.441,5.5
69.0,279.0,1,177.26716069999995,48,31.7,2,89.0,89.0,3.2,5.7,5.6,0.436,5.3
62.0,289.0,1,171.7686449,143,31.3,2,89.0,89.0,3.3,5.7,5.6,0.4270000000000001,5.0
59.8,296.0,1,20.86878709,24,3.9,2,88.0,88.0,3.5,5.8,5.7,0.416,4.5
59.1,39.0,2,121.4812077,49,3.6,2,72.0,72.0,3.7,5.8,5.7,0.405,4.3
58.6,318.0,2,12.70325933,298,3.2,2,71.0,71.0,3.9,5.9,5.8,0.396,4.0
58.1,326.0,2,106.0354659,71,29.8,2,64.0,64.0,4.0,6.0,5.9,0.388,3.7
58.0,325.0,2,94.13302875,37,29.4,2,68.0,68.0,4.2,6.1,5.9,0.378,3.5
57.9,322.0,2,13.46662004,50,29.0,2,62.0,62.0,4.3,6.2,6.0,0.3720000000000001,3.3
57.7,323.0,2,92.4978948,79,28.6,2,49.0,53.0,4.3,6.3,6.1,0.363,2.9
57.4,325.0,2,91.95075901,183,28.2,2,46.0,46.0,4.1,6.4,6.1,0.361,2.9
73.9,152.0,0,11.41955507,0,58.4,0,96.0,96.0,0.1,2.7,2.6,0.721,12.7
73.9,152.0,6,0.0,0,58.9,7,87.0,85.0,0.3,3.3,3.2,0.718,13.2
73.6,154.0,6,1088.244952,0,57.9,7,9.0,91.0,0.3,3.3,3.2,0.7120000000000001,13.2
73.4,157.0,6,97.52211538,0,56.8,7,82.0,83.0,0.3,3.3,3.2,0.7090000000000001,13.2
72.1,174.0,6,857.1307037,0,55.8,7,85.0,85.0,0.4,3.3,3.2,0.706,13.1
73.1,16.0,6,843.7876994999998,2,54.7,7,84.0,84.0,0.7,3.3,3.2,0.703,13.0
72.7,166.0,6,664.5585242000002,0,53.6,8,85.0,88.0,0.9,3.3,3.3,0.6970000000000001,12.9
73.6,157.0,6,587.8828227999999,0,52.6,8,85.0,82.0,1.2,3.4,3.3,0.695,12.9
73.3,161.0,6,49.09241952,0,51.5,8,86.0,82.0,1.4,3.4,3.3,0.6920000000000001,12.8
72.9,164.0,6,74.8217488,0,5.4,8,86.0,85.0,1.6,3.4,3.4,0.685,12.7
72.3,178.0,7,352.9551269,0,49.3,8,88.0,89.0,1.8,3.5,3.4,0.677,12.6
69.7,28.0,7,289.7418649,0,48.2,8,86.0,87.0,2.0,3.5,3.4,0.6679999999999999,12.6
69.3,214.0,7,182.6162515,0,47.2,8,66.0,79.0,2.1,3.6,3.5,0.6659999999999999,12.5
73.0,22.0,7,293.0196601,0,46.1,8,65.0,79.0,2.3,3.6,3.5,0.665,12.4
71.4,189.0,7,4.67359227,0,45.1,8,74.0,82.0,2.4,3.7,3.6,0.66,12.3
71.2,188.0,7,340.0239945,113,44.1,9,71.0,72.0,2.5,3.8,3.6,0.6559999999999999,12.3
72.0,176.0,7,44.79247812,253,43.1,9,71.0,78.0,2.5,3.8,3.7,0.6509999999999999,12.2
76.2,118.0,6,0.0,0,54.2,7,84.0,78.0,0.1,1.2,1.1,0.7390000000000001,14.0
76.0,121.0,6,79.11626341,0,53.5,7,84.0,83.0,0.1,1.2,1.1,0.737,14.0
76.0,121.0,6,59.12850204,0,52.8,8,87.0,87.0,0.1,1.3,1.1,0.725,13.4
75.5,127.0,7,41.88087712,72,52.1,8,85.0,87.0,0.1,1.3,1.2,0.7170000000000001,13.3
75.3,131.0,7,344.7412164,257,51.4,8,85.0,88.0,0.1,1.3,1.2,0.71,13.2
75.0,134.0,7,367.9285652,0,5.7,8,88.0,91.0,0.1,1.3,1.2,0.703,13.1
75.1,137.0,7,282.1440066,0,5.0,8,91.0,94.0,0.1,1.3,1.2,0.7020000000000001,13.1
74.6,139.0,7,197.9303077,1,49.3,9,94.0,96.0,0.1,1.3,1.2,0.698,13.0
74.7,14.0,7,19.60467787,0,48.6,9,95.0,96.0,0.2,1.4,1.3,0.696,12.9
74.4,144.0,8,19.13983284,0,47.9,9,92.0,96.0,0.3,1.4,1.3,0.693,12.8
74.2,151.0,8,18.09317114,0,47.2,9,89.0,92.0,0.3,1.4,1.3,0.688,12.8
74.4,148.0,8,16.37920405,0,46.5,9,9.0,88.0,0.3,1.5,1.3,0.682,12.7
74.4,151.0,8,18.26183281,0,45.8,10,97.0,87.0,0.3,1.5,1.4,0.679,12.6
73.6,157.0,8,187.3843511,0,45.1,10,88.0,88.0,0.3,1.5,1.4,0.675,12.5
73.4,158.0,9,14.5887403,2,44.3,10,9.0,89.0,0.3,1.6,1.5,0.67,12.4
72.8,163.0,9,84.17527008,0,43.6,11,83.0,87.0,0.3,1.6,1.5,0.6679999999999999,12.4
79.0,159.0,51,0.0,5432,61.1,60,93.0,93.0,0.1,2.8,2.8,0.688,13.1
78.0,161.0,53,0.0,1314,6.2,62,94.0,94.0,0.1,2.8,2.8,0.6859999999999999,13.1
79.0,159.0,54,0.0,405,59.4,63,97.0,97.0,0.1,2.9,2.8,0.6809999999999999,12.8
72.0,165.0,54,0.0,245,58.6,64,93.0,93.0,0.1,2.9,2.8,0.6729999999999999,12.4
74.0,168.0,55,0.0,26,57.8,64,96.0,96.0,0.1,2.9,2.9,0.6709999999999999,12.4
70.0,173.0,54,0.0,16,57.0,64,97.0,97.0,0.1,3.0,2.9,0.665,12.2
69.9,174.0,54,0.0,608,56.2,64,97.0,97.0,0.1,3.0,3.0,0.659,12.0
69.8,172.0,54,0.0,668,55.5,65,97.0,97.0,0.1,3.1,3.0,0.6509999999999999,11.9
69.7,171.0,55,0.0,1684,54.8,65,98.0,98.0,0.1,3.1,3.1,0.644,11.7
69.5,175.0,55,0.0,953,54.2,66,98.0,98.0,0.1,3.2,3.1,0.636,11.5
69.4,174.0,56,0.0,77,53.5,68,98.0,98.0,0.1,3.2,3.2,0.629,11.4
69.0,176.0,57,0.0,80,52.9,70,97.0,97.0,0.1,3.3,3.2,0.623,11.2
68.6,178.0,59,0.0,164,52.3,72,98.0,98.0,0.1,3.3,3.3,0.621,11.3
68.7,177.0,61,0.0,653,51.8,75,97.0,97.0,0.1,3.4,3.4,0.617,11.2
68.6,177.0,63,0.0,2150,51.2,78,99.0,99.0,0.1,3.5,3.4,0.612,11.1
68.8,171.0,65,0.0,2633,5.7,82,98.0,98.0,0.1,3.6,3.5,0.606,11.0
73.5,178.0,2,0.0,0,56.1,2,92.0,91.0,0.2,1.6,1.5,0.6779999999999999,13.2
73.3,181.0,2,665.7260253,0,55.4,2,93.0,94.0,0.2,1.6,1.6,0.6759999999999999,13.2
73.0,184.0,2,653.6925016,0,54.7,2,92.0,92.0,0.2,1.6,1.6,0.675,13.2
73.0,181.0,2,591.7757569,0,54.1,2,93.0,92.0,0.3,1.6,1.6,0.67,13.2
72.0,197.0,2,549.2783081,0,53.4,2,9.0,89.0,0.3,1.7,1.6,0.6659999999999999,13.0
72.0,191.0,2,469.3904193,0,52.8,2,89.0,89.0,0.3,1.7,1.6,0.662,12.9
71.4,23.0,2,416.4338399,0,52.1,2,91.0,91.0,0.3,1.7,1.6,0.662,12.8
71.7,194.0,2,53.95949877,0,51.4,3,98.0,98.0,0.3,1.8,1.7,0.659,13.4
71.2,23.0,2,52.30172215,0,5.8,3,99.0,99.0,0.3,1.8,1.7,0.657,12.9
75.0,211.0,3,57.74562629,0,5.1,3,96.0,96.0,0.2,1.8,1.7,0.6509999999999999,12.9
71.0,213.0,3,440.6027042,0,49.4,3,89.0,89.0,0.2,1.9,1.8,0.644,12.7
70.0,215.0,3,398.6058322,0,48.6,3,9.0,9.0,0.3,1.9,1.8,0.636,12.4
69.9,29.0,3,400.1342971,0,47.8,4,93.0,94.0,0.3,2.0,1.9,0.628,12.0
73.0,24.0,3,29.68529375,0,47.0,4,81.0,81.0,0.4,2.0,1.9,0.621,11.8
68.9,219.0,4,332.1056586,2,46.2,4,94.0,92.0,0.4,2.1,2.0,0.615,11.6
69.0,218.0,4,353.6690328,0,45.3,5,98.0,99.0,0.4,2.1,2.0,0.607,11.3
58.2,32.0,3,0.0,1250,24.5,4,17.0,16.0,4.2,8.4,8.3,0.5820000000000001,9.2
57.9,32.0,3,13.40477417,13,24.0,4,24.0,2.0,4.4,8.5,8.4,0.5820000000000001,9.2
57.4,327.0,3,156.3907685,321,23.5,4,3.0,3.0,5.7,8.6,8.6,0.586,9.2
56.7,337.0,3,1500.412635,1190,23.0,4,3.0,24.0,8.2,8.7,8.7,0.583,9.2
56.2,344.0,3,1493.051277,0,22.6,4,39.0,41.0,7.7,8.9,8.8,0.58,9.2
56.1,339.0,3,1192.696619,0,22.1,4,59.0,44.0,7.2,9.0,9.0,0.589,9.2
55.7,34.0,3,115.0692415,78,21.7,4,57.0,43.0,7.3,9.2,9.2,0.59,9.1
55.4,338.0,3,1705.678619,436,21.3,4,55.0,42.0,6.3,9.3,9.3,0.5920000000000001,9.1
55.0,339.0,3,1024.519543,5,2.9,4,54.0,41.0,5.9,9.5,9.5,0.5870000000000001,9.0
54.8,337.0,3,827.5979335,0,2.5,4,52.0,4.0,5.3,9.7,9.6,0.569,9.0
54.4,337.0,3,12.0661671,0,2.2,4,5.0,39.0,4.9,9.8,9.8,0.563,8.7
54.1,336.0,3,44.54768305,38,19.8,4,48.0,38.0,4.4,1.0,1.0,0.5529999999999999,8.5
53.8,334.0,3,309.7834587,18,19.5,4,46.0,37.0,3.6,1.2,1.1,0.5539999999999999,8.4
53.5,334.0,3,234.7874207,24,19.1,4,44.0,36.0,2.9,1.4,1.3,0.542,8.2
53.1,334.0,3,197.7839552,1339,18.7,4,43.0,35.0,2.3,1.6,1.4,0.527,8.0
52.7,336.0,3,14.95451321,0,18.3,4,41.0,34.0,1.9,1.7,1.6,0.0,0.0
64.7,255.0,5,0.0,198,18.6,7,95.0,95.0,0.4,8.4,8.2,0.418,5.0
64.4,261.0,5,0.0,127,18.0,8,94.0,94.0,0.4,8.5,8.3,0.416,5.0
64.0,266.0,6,0.0,45,17.5,8,94.0,94.0,0.5,8.6,8.4,0.414,5.0
63.6,274.0,6,0.0,194,17.0,8,94.0,94.0,0.6,8.7,8.6,0.41,5.0
62.9,286.0,6,20.97991915,48,16.5,8,96.0,96.0,0.7,8.8,8.7,0.405,5.0
62.1,298.0,6,17.35739784,51,16.0,9,9.0,9.0,0.9,8.9,8.8,0.404,5.1
61.4,311.0,6,1.575160196,82,15.5,9,92.0,92.0,1.0,9.0,8.9,0.402,5.2
67.0,322.0,6,11.76572311,0,15.1,9,94.0,94.0,1.1,9.1,9.1,0.406,5.2
62.0,329.0,6,11.42385961,55,14.7,9,91.0,91.0,1.3,9.2,9.2,0.405,5.3
59.7,336.0,7,10.60269773,128,14.3,9,94.0,94.0,1.4,9.3,9.3,0.405,5.3
59.4,34.0,7,5.0646889680000005,19,13.9,9,96.0,96.0,1.6,9.4,9.5,0.0,5.4
59.1,342.0,7,10.26097341,24,13.6,10,98.0,98.0,1.8,9.6,9.6,0.0,5.0
58.8,343.0,7,6.913998013,376,13.3,10,95.0,93.0,1.9,9.7,9.7,0.0,4.7
58.5,343.0,7,0.703132179,460,13.1,10,92.0,9.0,1.9,9.9,9.9,0.0,4.4
58.1,345.0,7,5.593619538,204,12.8,10,89.0,86.0,2.0,1.0,1.0,0.0,4.3
45.3,593.0,7,0.7359403609999999,789,12.6,10,82.0,81.0,1.9,1.2,1.1,0.0,3.9
77.6,119.0,0,0.0,4,59.9,0,93.0,93.0,0.1,1.9,1.9,0.863,16.5
77.3,122.0,0,2700.07305,0,59.4,0,93.0,93.0,0.1,1.9,1.9,0.86,16.5
76.9,127.0,0,261.29148080000004,2,59.0,0,94.0,94.0,0.1,1.9,1.9,0.856,16.5
76.3,135.0,0,2263.103797,4,58.5,0,94.0,94.0,0.1,1.9,1.9,0.85,16.5
76.1,138.0,0,2146.945741,7,58.0,0,93.0,93.0,0.1,1.9,2.0,0.838,16.4
75.6,137.0,0,1802.017593,0,57.6,0,94.0,94.0,0.1,1.9,2.0,0.833,16.2
74.9,156.0,0,1717.088711,0,57.1,0,95.0,95.0,0.1,2.0,2.0,0.836,16.1
74.2,167.0,0,225.07236180000004,0,56.7,0,95.0,95.0,0.1,2.0,2.1,0.835,16.1
73.0,189.0,0,1904.12469,1,56.3,0,95.0,95.0,0.1,2.0,2.1,0.8290000000000001,16.1
73.0,188.0,0,244.3510801,27,55.9,0,95.0,95.0,0.1,2.1,2.2,0.8220000000000001,16.1
72.8,189.0,0,153.5045263,2,55.5,0,96.0,96.0,0.1,2.1,2.2,0.812,15.9
72.3,195.0,0,101.1201161,0,55.2,0,95.0,94.0,0.1,2.2,2.3,0.805,15.7
71.9,199.0,0,132.7233922,0,54.9,0,95.0,94.0,0.1,2.2,2.3,0.7979999999999999,15.6
71.2,211.0,0,7.806042825,0,54.6,0,94.0,94.0,0.1,2.3,2.4,0.7909999999999999,15.4
78.0,225.0,0,88.62945822,0,54.3,0,94.0,94.0,0.1,2.4,2.5,0.7809999999999999,15.0
78.0,218.0,0,5.34809451,9,54.0,0,93.0,93.0,0.1,2.5,2.5,0.764,14.4
64.8,225.0,136,0.0,17745,17.6,194,75.0,77.0,0.6,1.4,1.2,0.441,8.4
64.2,234.0,140,89.95805845,12739,17.2,202,75.0,77.0,0.6,1.5,1.3,0.435,8.4
63.7,237.0,145,8.313282039,5253,16.8,211,7.0,72.0,0.9,1.6,1.4,0.4270000000000001,8.4
63.3,241.0,150,86.82551124,4347,16.4,221,7.0,69.0,1.2,1.7,1.5,0.422,8.4
62.6,249.0,156,67.77565369,3255,16.0,231,7.0,65.0,1.4,1.9,1.6,0.411,8.2
61.8,261.0,162,67.73374413,4235,15.6,243,69.0,61.0,1.7,11.0,1.7,0.401,8.1
68.0,274.0,169,53.77354001,1176,15.3,256,65.0,58.0,2.0,11.1,1.8,0.393,8.1
59.8,289.0,177,38.55783268,3511,14.9,270,63.0,54.0,2.4,11.2,1.9,0.378,7.6
58.5,39.0,186,30.46451811,1446,14.5,286,61.0,5.0,2.8,11.3,11.0,0.362,7.1
57.2,328.0,196,22.18952246,1451,14.2,304,59.0,46.0,3.3,11.4,11.1,0.34600000000000003,6.6
56.0,343.0,206,18.03753133,357,13.8,323,56.0,44.0,3.7,11.5,11.2,0.325,5.8
55.0,354.0,217,1.5069624819999998,73,13.5,342,54.0,4.0,4.1,11.5,11.3,0.31,5.4
54.0,363.0,228,10.97201912,228,13.2,360,55.0,37.0,4.4,11.6,11.5,0.306,5.2
53.2,369.0,237,10.82452594,3332,12.9,377,55.0,35.0,4.6,11.7,11.6,0.298,4.9
52.5,372.0,246,1.186227577,2366,12.6,392,55.0,32.0,4.9,11.8,11.7,0.28300000000000003,4.3
51.2,391.0,253,11.59481766,1660,12.3,404,55.0,3.0,5.0,11.9,11.8,0.0,3.9
69.9,188.0,0,0.0,0,62.7,0,99.0,99.0,0.1,4.0,3.7,0.7340000000000001,15.3
69.7,19.0,0,50.539484,0,61.9,0,99.0,99.0,0.1,4.0,3.7,0.727,15.2
69.6,192.0,0,460.6487805,0,61.1,0,99.0,99.0,0.1,4.0,3.7,0.7190000000000001,15.0
69.4,195.0,0,431.4854874,0,6.2,0,99.0,99.0,0.1,4.0,3.7,0.7140000000000001,14.9
69.2,197.0,0,401.7931045,0,59.5,0,99.0,99.0,0.1,4.0,3.7,0.7090000000000001,14.7
69.1,2.0,0,62.08343533,0,58.7,0,99.0,99.0,0.1,4.0,3.7,0.706,14.6
68.9,23.0,0,60.65068446,1,58.0,0,99.0,99.0,0.1,4.0,3.7,0.7040000000000001,14.5
68.7,26.0,0,81.04656111,0,57.3,0,99.0,99.0,0.1,4.0,3.7,0.7,14.3
68.6,29.0,0,5.8895262210000014,0,56.6,0,99.0,99.0,0.1,4.1,3.8,0.698,14.2
68.5,211.0,0,52.12416339999999,136,55.9,0,98.0,98.0,0.1,4.1,3.8,0.695,14.0
68.3,214.0,0,64.39203443,0,55.1,0,97.0,96.0,0.1,4.1,3.8,0.6990000000000001,13.9
68.1,218.0,0,43.99452464,37,54.2,0,96.0,95.0,0.1,4.2,3.9,0.691,13.4
68.0,22.0,0,253.8196705,305,53.2,0,95.0,94.0,0.1,4.2,3.9,0.6890000000000001,13.3
67.9,22.0,0,206.071686,304,52.2,0,94.0,93.0,0.1,4.2,3.9,0.687,13.3
67.8,221.0,0,20.7119129,17,51.2,0,92.0,91.0,0.1,4.3,4.0,0.6829999999999999,13.2
67.7,221.0,0,31.25834616,0,5.2,0,91.0,9.0,0.1,4.3,4.0,0.6809999999999999,13.1
81.1,76.0,0,0.0,2,62.1,0,97.0,97.0,0.1,0.9,0.8,0.893,17.0
89.0,78.0,0,6164.455402000001,0,61.7,0,98.0,98.0,0.1,0.9,0.8,0.89,17.0
87.0,79.0,0,6115.496624,2,61.4,0,98.0,98.0,0.1,0.9,0.8,0.887,17.0
84.0,82.0,0,5889.012536,0,61.0,0,99.0,99.0,0.1,0.9,0.8,0.884,17.0
83.0,86.0,0,71.01620838,27,6.6,0,99.0,99.0,0.1,0.9,0.8,0.878,16.9
79.9,89.0,0,591.6691405,5,6.2,0,99.0,99.0,0.1,0.9,0.8,0.8740000000000001,16.8
79.7,91.0,0,579.7384367999998,2,59.8,0,99.0,99.0,0.1,0.9,0.8,0.878,17.0
79.6,94.0,0,678.88112,5,59.4,0,97.0,99.0,0.1,0.9,0.8,0.8759999999999999,17.1
79.3,96.0,0,6147.1323,0,59.0,0,97.0,99.0,0.1,0.9,0.8,0.873,17.2
79.2,96.0,0,524.7775227,0,58.6,0,97.0,97.0,0.1,0.9,0.8,0.8690000000000001,17.2
78.9,11.0,0,4816.589613,1,58.1,0,97.0,97.0,0.1,0.9,0.8,0.8640000000000001,17.1
78.7,12.0,0,4508.806185,0,57.6,0,96.0,98.0,0.1,0.9,0.8,0.8690000000000001,18.3
78.4,98.0,0,3869.026302,0,57.1,0,96.0,98.0,0.1,0.9,0.8,0.866,18.1
78.1,98.0,0,3099.357319,0,56.6,0,95.0,98.0,0.1,0.9,0.8,0.863,18.0
78.0,1.0,0,2775.33544,1,56.1,0,95.0,98.0,0.1,0.9,0.8,0.856,17.7
77.5,15.0,0,397.7533689,0,55.5,0,96.0,99.0,0.1,0.9,0.9,0.847,17.3
82.4,78.0,2,0.0,157,62.5,3,98.0,98.0,0.1,0.7,0.6,0.894,16.3
82.2,79.0,3,6739.677606,267,62.0,3,98.0,98.0,0.1,0.6,0.6,0.89,16.2
82.0,81.0,3,6646.953935000001,272,61.6,3,99.0,99.0,0.1,0.6,0.6,0.887,16.2
81.5,83.0,3,751.3793552999998,0,61.1,3,99.0,99.0,0.1,0.6,0.6,0.885,16.1
81.7,83.0,3,683.9190568,14949,6.6,3,99.0,99.0,0.1,0.6,0.6,0.882,16.1
81.3,86.0,3,72.80012109999998,5048,6.1,3,99.0,99.0,0.1,0.6,0.6,0.879,16.0
81.1,88.0,3,6415.35735,1541,59.6,3,98.0,98.0,0.1,0.6,0.6,0.879,16.0
89.0,88.0,3,7002.785925,604,59.1,3,98.0,98.0,0.1,0.6,0.6,0.877,16.1
89.0,89.0,3,64.73714894,39,58.6,3,99.0,98.0,0.1,0.6,0.6,0.873,16.1
86.0,92.0,3,5689.991931000001,40,58.0,4,99.0,99.0,0.1,0.6,0.6,0.87,16.1
81.0,93.0,3,5451.701225,36,57.5,4,98.0,98.0,0.1,0.6,0.6,0.86,15.5
82.0,94.0,3,5291.234786,4448,57.0,4,99.0,98.0,0.1,0.6,0.6,0.857,15.5
